,gender,age,income,transaction_frequency,average_transaction_amount,click_rate,completion_rate,cluster,offer_received_A,offer_received_B,offer_received_C,offer_received_D,offer_received_E,offer_received_F,offer_received_G,offer_received_H,offer_received_I,offer_received_J,offer_viewed_A,offer_viewed_B,offer_viewed_C,offer_viewed_D,offer_viewed_E,offer_viewed_F,offer_viewed_G,offer_viewed_H,offer_viewed_I,offer_viewed_J,offer_completed_A,offer_completed_B,offer_completed_C,offer_completed_D,offer_completed_E,offer_completed_F,offer_completed_G,offer_completed_H,offer_completed_I,offer_completed_J
838,1.0,49,44000.0,10.0,13.147,0.6,0.4,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
839,1.0,49,115000.0,3.0,25.046666666666667,0.6666666666666666,0.5,0,0,0,1,1,0,1,0,0,2,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1
840,0.0,63,64000.0,5.0,3.282,0.8333333333333334,0.16666666666666666,2,0,2,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
841,0.0,25,73000.0,18.0,20.597777777777775,0.75,1.0,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
842,1.0,22,36000.0,21.0,8.103809523809524,0.8,0.6,0,2,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
843,1.0,55,58000.0,6.0,17.46,1.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
844,0.0,67,44000.0,5.0,3.9560000000000004,1.0,0.0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
845,1.0,52,71000.0,4.0,21.405,0.4,0.4,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
846,0.0,50,89000.0,2.0,22.7,1.0,0.0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
847,1.0,42,56000.0,7.0,13.242857142857144,1.0,1.0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,2
848,0.0,53,78000.0,3.0,22.830000000000002,0.4,0.4,2,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
849,1.0,70,101000.0,10.0,23.209000000000003,0.3333333333333333,0.6666666666666666,0,1,0,1,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
850,1.0,57,111000.0,2.0,20.7,0.6,0.4,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
851,0.0,41,49000.0,20.0,3.1340000000000003,1.0,0.5,1,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
852,1.0,62,67000.0,13.0,18.22,0.6,1.0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,1,1
853,0.0,63,90000.0,3.0,25.090000000000003,1.0,0.0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
854,0.0,53,40000.0,17.0,9.565294117647056,1.0,0.8333333333333334,1,1,1,0,0,0,1,2,1,0,0,1,1,0,0,0,1,2,1,0,0,1,1,0,0,0,1,2,0,0,0
855,0.0,60,57000.0,3.0,17.94,1.0,0.75,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
856,1.0,90,71000.0,4.0,21.377499999999998,0.8333333333333334,0.5,0,0,2,1,0,1,0,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0
857,0.0,52,50000.0,8.0,10.559999999999999,1.0,0.5,1,0,0,2,2,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0
858,0.0,28,35000.0,2.0,1.295,0.6666666666666666,0.0,2,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1.0,68,76000.0,4.0,13.387500000000001,1.0,0.0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
860,1.0,43,63000.0,6.0,19.37333333333333,1.0,0.6666666666666666,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
861,1.0,20,47000.0,9.0,3.0888888888888886,1.0,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
862,0.0,52,104000.0,10.0,28.177,0.5,0.6666666666666666,0,0,2,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0
863,1.0,73,75000.0,5.0,101.46400000000001,1.0,0.6,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2
864,0.0,36,52000.0,11.0,15.00181818181818,0.8,0.8,2,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0
865,0.0,28,51000.0,17.0,3.034117647058824,0.75,0.75,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1
866,1.0,69,84000.0,12.0,23.290000000000003,0.8,0.6,0,0,2,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0
867,1.0,33,56000.0,15.0,15.108666666666668,0.5,0.5,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
868,1.0,39,35000.0,2.0,2.885,0.5,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1.0,51,84000.0,6.0,22.011666666666667,1.0,0.5,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
870,0.0,79,50000.0,7.0,11.255714285714285,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
871,0.0,40,44000.0,7.0,2.5614285714285714,0.6666666666666666,0.0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
872,1.0,59,109000.0,5.0,21.604,0.2,0.6,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
873,0.0,54,75000.0,5.0,4.744,0.75,0.0,2,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
874,0.0,32,48000.0,10.0,4.145,0.6666666666666666,0.3333333333333333,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
875,0.0,37,57000.0,6.0,12.678333333333333,0.6666666666666666,0.3333333333333333,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
876,1.0,49,79000.0,1.0,22.42,1.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
877,0.0,66,69000.0,3.0,17.043333333333333,1.0,0.2,1,0,3,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
878,0.0,67,35000.0,7.0,1.922857142857143,0.6,0.0,2,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
879,0.0,47,38000.0,0.0,0.0,0.5,0.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
880,0.0,57,41000.0,8.0,2.9650000000000003,1.0,0.0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
881,0.0,31,45000.0,7.0,3.2800000000000002,0.8,0.2,2,1,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
882,0.0,55,52000.0,3.0,12.663333333333332,1.0,0.25,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
883,0.0,81,74000.0,3.0,13.936666666666667,0.75,0.0,2,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
884,0.0,43,51000.0,9.0,3.5155555555555553,0.8,0.4,2,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
885,1.0,76,85000.0,8.0,20.335,1.0,0.4,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0
886,1.0,64,83000.0,4.0,20.9475,0.3333333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
887,1.0,61,80000.0,3.0,18.703333333333333,0.5,0.5,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
888,1.0,44,41000.0,3.0,5.563333333333333,1.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
889,1.0,72,39000.0,12.0,9.001666666666665,0.5,0.75,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
890,0.0,53,61000.0,3.0,3.99,0.6666666666666666,0.3333333333333333,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
891,0.0,50,62000.0,15.0,14.117999999999999,1.0,0.8,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
892,1.0,50,98000.0,10.0,25.049,1.0,0.75,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0
893,1.0,81,57000.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
894,1.0,44,36000.0,8.0,2.4625,0.75,0.25,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
895,1.0,49,54000.0,19.0,10.79526315789474,0.8333333333333334,0.6666666666666666,0,0,2,1,0,1,0,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
896,1.0,61,108000.0,5.0,29.834000000000003,0.6666666666666666,1.0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0
897,1.0,38,72000.0,15.0,65.83600000000001,1.0,0.6666666666666666,1,1,0,0,1,0,0,2,2,0,0,1,0,0,1,0,0,2,2,0,0,1,0,0,1,0,0,2,0,0,0
898,0.0,58,77000.0,3.0,23.733333333333334,1.0,0.5,1,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
899,0.0,77,58000.0,10.0,5.039,0.4,0.2,2,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
900,1.0,63,31000.0,4.0,2.79,0.5,0.25,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
901,1.0,64,102000.0,8.0,26.50875,1.0,0.75,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0
902,1.0,33,43000.0,19.0,11.558947368421054,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
903,0.0,39,64000.0,2.0,2.84,0.6666666666666666,0.0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
904,0.0,61,34000.0,14.0,2.9014285714285717,0.6,0.2,2,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
905,1.0,63,96000.0,12.0,24.995833333333334,1.0,0.8,0,0,2,0,0,1,0,1,1,0,0,0,2,0,0,1,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0
906,0.0,63,34000.0,5.0,2.8000000000000007,0.5,0.0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
907,0.0,28,67000.0,4.0,2.7275,1.0,0.0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
908,0.0,46,32000.0,10.0,6.9319999999999995,0.5,0.5,2,2,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1
909,1.0,20,59000.0,5.0,2.644,0.75,0.0,0,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,0.0,70,98000.0,5.0,27.07,1.0,0.4,1,0,1,2,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
911,1.0,83,34000.0,9.0,9.612222222222222,0.8,0.8,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0
912,1.0,20,62000.0,14.0,17.252857142857142,0.8,0.8,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1
913,1.0,73,89000.0,1.0,24.87,0.75,0.25,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
914,0.0,29,67000.0,3.0,3.513333333333333,1.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
915,1.0,24,53000.0,4.0,4.485,0.4,0.2,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
916,0.0,98,52000.0,13.0,12.844615384615384,1.0,0.6666666666666666,1,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
917,1.0,28,68000.0,7.0,17.407142857142855,0.8,0.4,0,0,0,2,2,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
918,0.0,43,88000.0,2.0,20.235,1.0,0.5,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
919,0.0,60,51000.0,9.0,4.267777777777777,0.6666666666666666,0.3333333333333333,2,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
920,1.0,59,72000.0,10.0,18.720999999999997,1.0,0.6666666666666666,0,2,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0
921,1.0,81,62000.0,8.0,13.7575,1.0,0.5,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
922,1.0,65,51000.0,3.0,14.503333333333336,0.6666666666666666,0.0,0,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
923,0.0,76,99000.0,14.0,26.387857142857147,1.0,1.0,1,0,2,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,1,1
924,0.0,66,74000.0,5.0,3.768,0.6,0.2,2,0,1,0,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
925,0.0,62,76000.0,4.0,17.927500000000002,0.6666666666666666,0.3333333333333333,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
926,0.0,41,41000.0,9.0,3.486666666666667,0.4,0.4,2,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
927,1.0,33,41000.0,15.0,10.758666666666665,1.0,1.0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1
928,1.0,52,89000.0,1.0,19.79,0.25,0.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,1.0,38,50000.0,16.0,11.961250000000001,0.6,0.8,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0
930,0.0,57,83000.0,7.0,23.448571428571427,0.75,0.75,2,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
931,0.0,60,93000.0,5.0,21.112000000000002,1.0,0.75,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
932,0.0,41,71000.0,5.0,18.072,1.0,0.5,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
933,1.0,47,59000.0,9.0,13.776666666666666,1.0,1.0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0
934,0.0,53,91000.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
935,0.0,19,67000.0,8.0,16.683750000000003,0.6666666666666666,0.6666666666666666,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
936,1.0,55,47000.0,15.0,12.205333333333334,0.6,0.8,0,0,1,0,1,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
937,1.0,39,90000.0,13.0,25.278461538461535,1.0,0.6,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,2
938,0.0,50,42000.0,6.0,1.0616666666666668,1.0,0.0,1,0,2,0,0,0,0,1,1,1,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
939,0.0,42,48000.0,4.0,4.614999999999999,1.0,0.2,1,2,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
940,0.0,56,32000.0,3.0,2.8666666666666667,0.8,0.0,2,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
941,0.0,59,86000.0,10.0,111.878,0.5,1.0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0
942,0.0,60,92000.0,5.0,26.964,1.0,0.25,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
943,1.0,58,77000.0,6.0,22.64,0.2,0.4,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
944,1.0,64,33000.0,15.0,7.8226666666666675,0.6,0.6,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
945,0.0,56,49000.0,8.0,5.328749999999999,0.25,0.0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
946,0.0,77,73000.0,0.0,0.0,0.8333333333333334,0.0,2,2,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
947,0.0,58,39000.0,18.0,12.80777777777778,1.0,1.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
948,1.0,69,74000.0,5.0,19.782,0.5,0.5,0,1,1,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
949,0.0,62,92000.0,7.0,26.685714285714287,0.5,1.0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
950,0.0,79,71000.0,12.0,17.3025,1.0,0.6,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
951,1.0,53,31000.0,14.0,7.367857142857143,0.6666666666666666,0.3333333333333333,0,2,1,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
952,0.0,64,60000.0,7.0,15.742857142857142,0.6666666666666666,1.0,2,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,2,1,0,0,1
953,1.0,49,52000.0,11.0,16.28,0.8,0.8,0,2,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0
954,0.0,22,54000.0,5.0,22.956,1.0,0.3333333333333333,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
955,0.0,79,42000.0,14.0,12.15,0.5,0.5,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
956,1.0,38,60000.0,9.0,13.844444444444443,0.6,0.6,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
957,1.0,64,88000.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
958,1.0,81,71000.0,11.0,17.36272727272727,0.75,1.0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0
959,1.0,47,40000.0,4.0,2.73,0.25,0.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
960,0.0,20,40000.0,4.0,2.305,0.75,0.0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
961,1.0,83,69000.0,13.0,16.003076923076925,1.0,1.0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2
962,0.0,56,57000.0,14.0,3.6392857142857147,1.0,0.5,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0
963,0.0,37,46000.0,10.0,1.7970000000000002,1.0,0.0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
964,1.0,44,71000.0,6.0,22.656666666666666,1.0,0.0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
965,1.0,22,51000.0,8.0,3.3599999999999994,0.8333333333333334,0.0,0,0,1,0,0,1,3,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
966,0.0,51,53000.0,8.0,2.91875,0.6666666666666666,0.0,2,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
967,0.0,42,33000.0,7.0,4.122857142857143,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
968,0.0,48,39000.0,2.0,0.5800000000000001,0.5,0.0,2,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
969,0.0,78,44000.0,8.0,10.58625,0.8,0.6,2,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0
970,0.0,67,69000.0,8.0,17.3325,0.6,0.8,2,0,1,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1
971,0.0,33,54000.0,6.0,3.035,0.5,0.25,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
972,1.0,83,58000.0,8.0,12.917499999999999,1.0,0.3333333333333333,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
973,0.0,74,61000.0,8.0,11.54625,1.0,0.5,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
974,0.0,34,72000.0,22.0,4.447727272727272,0.8333333333333334,0.5,1,1,2,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0
975,1.0,57,72000.0,7.0,15.651428571428571,1.0,1.0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0
976,1.0,29,39000.0,11.0,2.2827272727272723,0.4,0.0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,0.0,68,52000.0,5.0,16.034,1.0,0.5,1,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
978,1.0,21,31000.0,5.0,19.008,0.5,0.0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
979,0.0,20,33000.0,1.0,0.15,0.6666666666666666,0.0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
980,1.0,62,74000.0,3.0,26.97666666666667,0.6,0.8,0,0,2,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
981,0.0,31,60000.0,4.0,2.24,0.75,0.0,2,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
