,gender,age,income,transaction_frequency,average_transaction_amount,click_rate,completion_rate,offer_received_A,offer_received_B,offer_received_C,offer_received_D,offer_received_E,offer_received_F,offer_received_G,offer_received_H,offer_received_I,offer_received_J,offer_viewed_A,offer_viewed_B,offer_viewed_C,offer_viewed_D,offer_viewed_E,offer_viewed_F,offer_viewed_G,offer_viewed_H,offer_viewed_I,offer_viewed_J,cluster_0,cluster_1,cluster_2
10415,1.0,0.4457831325301205,0.38888888888888884,0.19444444444444442,0.042549892573149936,1.0,0.8,0.5,0.0,0.0,0.0,0.2,0.0,0.25,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.2,0.0,0.0,1.0,0.0,0.0
3429,0.0,0.2650602409638554,0.3222222222222222,0.1388888888888889,0.033734245907812266,1.0,1.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0
11565,1.0,0.6265060240963856,0.5,0.027777777777777776,0.07194276474627329,0.75,0.25,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12066,0.0,0.4698795180722891,0.011111111111111072,0.4722222222222222,0.004874273451822086,0.8333333333333334,0.3333333333333333,0.25,0.0,0.0,0.25,0.2,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.3333333333333333,0.25,0.25,0.0,0.0,0.25,0.0,0.0,1.0
8873,0.0,0.20481927710843376,0.37777777777777777,0.19444444444444442,0.0098661831667347,0.5,0.16666666666666666,0.25,0.25,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
4622,1.0,0.42168674698795183,0.47777777777777775,0.19444444444444442,0.04658433245050296,0.6,0.6,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.2,0.0,0.0,1.0,0.0,0.0
11685,1.0,0.8313253012048194,0.5222222222222223,0.1111111111111111,0.05017498394134716,0.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,1.0,0.0,0.0
14556,0.0,0.8072289156626506,0.7333333333333333,0.19444444444444442,0.06007676510699969,1.0,1.0,0.0,0.25,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6866,0.0,0.3614457831325302,0.888888888888889,0.05555555555555555,0.042771391233083045,0.6666666666666666,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0
7653,0.0,0.24096385542168677,0.07777777777777778,0.16666666666666666,0.0044890395079776445,0.4,0.0,0.25,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0
13400,1.0,0.3855421686746988,0.7666666666666667,0.3333333333333333,0.05520669516616092,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.2,0.25,1.0,0.0,0.0
3334,0.0,0.1204819277108434,0.4444444444444444,0.3055555555555555,0.00568244743937481,0.6666666666666666,0.0,0.0,0.75,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
7732,0.0,0.7831325301204819,0.19999999999999996,0.3333333333333333,0.0050317112248137565,0.75,0.25,0.0,0.25,0.0,0.0,0.2,0.0,0.25,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,1.0
958,1.0,0.7590361445783133,0.4555555555555556,0.3055555555555555,0.03845820823693107,0.75,1.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0
472,0.0,0.7590361445783133,0.38888888888888884,0.027777777777777776,0.011695129244468073,0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,1.0
1513,1.0,0.5903614457831325,0.7555555555555556,0.1111111111111111,0.052495182404146454,0.8,0.6,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2290,0.0,0.048192771084337366,0.033333333333333326,0.1388888888888889,0.008049261301969125,0.5,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0
4502,1.0,0.3493975903614458,0.3222222222222222,0.19444444444444442,0.0379775273788165,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,1.0,0.0,0.0
11427,0.0,0.2530120481927711,0.30000000000000004,0.1388888888888889,0.010197798303320266,0.6666666666666666,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3702,0.0,0.4337349397590361,0.38888888888888884,0.1111111111111111,0.033125124592996213,0.8333333333333334,0.6666666666666666,0.0,0.0,0.25,0.5,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
6244,0.0,0.036144578313253045,0.07777777777777778,0.2222222222222222,0.005897401820718984,0.5,0.0,0.25,0.25,0.0,0.25,0.2,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
1479,0.0,0.060240963855421686,0.2666666666666666,0.1111111111111111,0.005066781845969833,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.2,0.0,0.0,0.0,1.0
8171,0.0,0.3373493975903614,0.04444444444444445,0.3333333333333333,0.01580946685272554,0.5,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
7207,1.0,0.49397590361445787,0.9555555555555556,0.19444444444444442,0.060864667483047454,0.6666666666666666,0.6666666666666666,0.0,0.0,0.25,0.5,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0
2899,1.0,0.4698795180722891,0.2777777777777778,0.5833333333333333,0.005311748816300614,1.0,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.25,1.0,0.0,0.0
9452,0.0,0.40963855421686746,0.23333333333333328,0.1111111111111111,0.03698473874233062,0.8333333333333334,0.3333333333333333,0.25,0.25,0.25,0.25,0.2,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11982,0.0,0.5060240963855421,0.7222222222222222,0.2222222222222222,0.04888198551398765,0.6,0.6,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0
11365,0.0,0.22891566265060245,0.28888888888888886,0.6666666666666666,0.03226312564142322,0.8,1.0,0.0,0.25,0.0,0.0,0.2,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0
10304,0.0,0.3975903614457831,0.19999999999999996,0.2777777777777778,0.004671406737989237,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6319,0.0,0.4819277108433735,0.6666666666666666,0.08333333333333333,0.056659357210888876,1.0,0.2,0.25,0.0,0.0,0.25,0.2,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.3333333333333333,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0
12203,1.0,0.7710843373493976,0.8555555555555555,0.25,0.07581899129510268,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.0,0.0,1.0,0.0,0.0
13236,0.0,0.3855421686746988,0.4,0.08333333333333333,0.0526206983114419,1.0,0.75,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.25,0.0,1.0,0.0
3375,0.0,0.4698795180722891,0.8222222222222223,0.2222222222222222,0.06894145790417969,0.6,0.8,0.0,0.25,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0
13463,1.0,0.32530120481927716,0.38888888888888884,0.2777777777777778,0.03484616918067647,0.5,1.0,0.0,0.5,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5349,1.0,0.15662650602409642,0.2666666666666666,0.19444444444444442,0.007651196567403626,0.5,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
12475,1.0,0.5903614457831325,0.9,0.2222222222222222,0.22042439143243184,0.8,0.8,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,1.0,0.0
8420,1.0,0.5783132530120482,0.28888888888888886,0.5,0.009261105081425369,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.2,0.0,1.0,0.0,0.0
13907,1.0,0.5301204819277109,0.4444444444444444,0.2777777777777778,0.03989855361375064,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,0.0
9735,0.0,0.32530120481927716,0.3555555555555555,0.1388888888888889,0.02953020134228189,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9834,1.0,0.45783132530120485,0.47777777777777775,0.16666666666666666,0.04333252117158025,0.5,0.5,0.0,0.25,0.25,0.25,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
12313,0.0,0.963855421686747,0.07777777777777778,0.3611111111111111,0.005614139111381454,0.6,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.2,0.0,0.0,0.0,1.0
8582,0.0,0.2650602409638554,0.37777777777777777,0.16666666666666666,0.006209345766791444,0.6666666666666666,0.16666666666666666,0.25,0.0,0.0,0.25,0.0,0.25,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0
9253,0.0,0.6024096385542169,0.7444444444444444,0.1111111111111111,0.05469355660398255,1.0,0.16666666666666666,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.4,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.4,0.0,0.25,0.0,1.0,0.0
7300,0.0,0.15662650602409642,0.04444444444444445,0.19444444444444442,0.01900142075569014,0.5,0.75,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.0,1.0
6107,0.0,0.20481927710843376,0.25555555555555554,0.25,0.024549434809252743,0.3333333333333333,0.5,0.0,0.0,0.0,0.25,0.4,0.0,0.25,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,1.0
127,1.0,0.0,0.21111111111111114,0.2777777777777778,0.006749064168161783,0.6,0.4,0.0,0.0,0.0,0.25,0.2,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6455,0.0,0.8072289156626506,0.2222222222222222,0.3055555555555555,0.030329207417386043,0.8,1.0,0.5,0.0,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0
4755,0.0,0.3975903614457831,0.38888888888888884,0.1388888888888889,0.006808868806343723,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
3623,0.0,0.49397590361445787,0.6333333333333333,0.08333333333333333,0.04693556603982547,0.6666666666666666,0.3333333333333333,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4874,0.0,0.16867469879518074,0.2222222222222222,0.5,0.0055510025275458215,0.6666666666666666,0.3333333333333333,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0
1264,0.0,0.5180722891566265,0.5666666666666667,0.25,0.044440014471245785,0.8,0.6,0.0,0.0,0.25,0.0,0.6000000000000001,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.6666666666666666,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
7259,0.0,0.45783132530120485,0.1333333333333333,0.2222222222222222,0.023096772764524775,0.75,0.75,0.0,0.25,0.0,0.0,0.2,0.0,0.25,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
10012,0.0,0.4457831325301205,0.47777777777777775,0.4722222222222222,0.041609174735081085,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,1.0,0.0
10608,0.0,0.45783132530120485,0.3666666666666667,0.16666666666666666,0.04068192054104739,1.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0
7586,1.0,0.6385542168674699,0.8666666666666666,0.08333333333333333,0.060498667316396075,0.4,0.8,0.0,0.0,0.25,0.5,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
6685,1.0,0.5421686746987951,0.38888888888888884,0.2777777777777778,0.009475712671938337,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,1.0,0.0,0.0
9701,1.0,0.5903614457831325,0.0222222222222222,0.38888888888888884,0.018251489578488052,0.8,0.6,0.5,0.0,0.0,0.25,0.2,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
9681,0.0,0.40963855421686746,0.3666666666666667,0.19444444444444442,0.041512013138034806,1.0,0.8333333333333334,0.25,0.5,0.25,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
3819,1.0,0.5903614457831325,0.4222222222222223,0.25,0.03678354412622471,1.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.6000000000000001,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.6000000000000001,0.0,0.0,1.0,0.0,0.0
275,0.0,0.3975903614457831,0.2777777777777778,0.3611111111111111,0.005263148927179761,0.6666666666666666,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
4730,1.0,0.5542168674698795,0.06666666666666665,0.25,0.016952030773547157,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,1.0,0.0,0.0
10236,0.0,0.9036144578313254,0.24444444444444446,0.1111111111111111,0.005227368374421335,0.6,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.2,0.0,0.0,0.0,1.0
1272,0.0,0.28915662650602414,0.24444444444444446,0.08333333333333333,0.03401481087706086,1.0,0.3333333333333333,0.0,0.25,0.25,0.0,0.2,0.0,0.0,0.4,0.0,0.25,0.0,0.25,0.25,0.0,0.3333333333333333,0.0,0.0,0.4,0.0,0.25,0.0,1.0,0.0
7132,1.0,0.4819277108433735,0.4555555555555556,0.1111111111111111,0.04190754645934392,0.6666666666666666,0.5,0.25,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3984,0.0,0.13253012048192772,0.2777777777777778,0.16666666666666666,0.004610863770940853,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6321,1.0,0.5783132530120482,0.5,0.19444444444444442,0.03801549857766218,0.75,0.75,0.25,0.0,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0
10620,0.0,0.5783132530120482,0.4,0.41666666666666663,0.010451783433376894,0.8333333333333334,0.6666666666666666,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.0,1.0
1897,0.0,0.6385542168674699,0.37777777777777777,0.19444444444444442,0.030633264668748758,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,1.0
13114,1.0,0.6024096385542169,0.15555555555555556,0.2222222222222222,0.025416971227324076,1.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11882,0.0,0.891566265060241,0.4555555555555556,0.2222222222222222,0.042198263450506125,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,1.0,0.0
13004,0.0,0.14457831325301204,0.37777777777777777,0.1111111111111111,0.006932908055906262,0.4,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
6421,0.0,0.5421686746987951,0.7333333333333333,0.05555555555555555,0.05219615921323677,0.8333333333333334,0.5,0.0,0.5,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0
14347,1.0,0.4337349397590361,0.8555555555555555,0.19444444444444442,0.06372832872932548,0.4,1.0,0.0,0.0,0.0,0.75,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
5646,1.0,0.40963855421686746,0.7333333333333333,0.2222222222222222,0.04490608456818838,1.0,0.8,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
4794,1.0,0.5301204819277109,0.5333333333333333,0.3333333333333333,0.044679971352839985,1.0,0.75,0.0,0.0,0.25,0.0,0.2,0.25,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.25,0.0,0.0,0.2,0.0,1.0,0.0,0.0
6927,1.0,0.7590361445783133,0.48888888888888893,0.1111111111111111,0.040910802489644946,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
2826,0.0,0.4337349397590361,0.4,0.6944444444444444,0.009178904467627973,1.0,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.25,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.25,0.0,1.0,0.0
715,0.0,0.5903614457831325,0.12222222222222223,0.1388888888888889,0.0032471703546193553,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,1.0
10266,1.0,0.32530120481927716,0.3555555555555555,0.3333333333333333,0.033904061547094314,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.25,1.0,0.0,0.0
2973,0.0,0.2530120481927711,0.23333333333333328,0.05555555555555555,0.028218929275477887,1.0,0.3333333333333333,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12034,1.0,0.5301204819277109,0.07777777777777778,0.027777777777777776,0.0053602675703812,0.5,0.0,0.0,0.0,0.0,0.25,0.4,0.25,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.2,0.0,0.0,1.0,0.0,0.0
1118,0.0,0.3614457831325302,0.30000000000000004,0.4722222222222222,0.03750493485984999,0.6,1.0,0.0,0.0,0.0,0.25,0.6000000000000001,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14413,0.0,0.0963855421686747,0.5,0.19444444444444442,0.007958130424739501,0.8,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,1.0
12290,0.0,0.5301204819277109,0.2666666666666666,0.19444444444444442,0.03220274088770335,1.0,0.8,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,1.0,0.0
8269,0.0,0.0963855421686747,0.1333333333333333,0.1388888888888889,0.0030433915874808963,0.75,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5118,0.0,0.5301204819277109,0.7111111111111111,0.16666666666666666,0.06885655008453866,0.4,0.8,0.0,0.25,0.0,0.25,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
8349,1.0,0.7469879518072289,0.08888888888888885,0.3611111111111111,0.0206300444190005,0.8,0.6,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
13946,0.0,0.7710843373493976,0.9333333333333335,0.4722222222222222,0.053321242112367585,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,1.0,0.0,0.0
2316,1.0,0.5301204819277109,0.9,0.1388888888888889,0.05915343212173567,0.25,0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
5598,1.0,0.3975903614457831,0.5,0.2222222222222222,0.042040445655303786,0.3333333333333333,0.5,0.0,0.0,0.5,0.25,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10032,1.0,0.710843373493976,0.9777777777777777,0.19444444444444442,0.05918127766755583,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
4077,1.0,0.674698795180723,0.4555555555555556,0.25,0.03630116926681483,1.0,0.75,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.2,0.0,0.0,1.0,0.0,0.0
7388,1.0,0.6024096385542169,0.688888888888889,0.3055555555555555,0.058795812467152764,1.0,1.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0
11292,1.0,0.5662650602409639,0.9888888888888888,0.1388888888888889,0.07120295922209671,0.8,0.6,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.25,1.0,0.0,0.0
8083,0.0,0.036144578313253045,0.1777777777777778,0.25,0.006822158725939709,0.8,0.2,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.2,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.2,0.0,0.0,0.0,1.0
